mission_id,origin,destination,departure_utc,departure_time_j2000_s,travel_days,payload_mass_kg,departure_orbit_km,arrival_orbit_km,departure_distance_au,arrival_distance_au,mean_distance_au,min_distance_au,departure_solar_flux_w_m2,mean_solar_flux_w_m2,dv_ejection_mps,dv_injection_mps,dv_total_mps,phase_angle_deg,transfer_angle_deg,long_way,correction_reserve_dv_mps,best_architecture,best_stage_count,best_launch_mass_kg,best_total_loaded_propellant_kg,best_total_boiloff_mass_kg,best_total_tank_mass_kg,best_tank_carry_proxy_kg,best_total_dry_mass_kg,best_architecture_realism_penalty_kg,best_total_penalty_kg,best_stage_1_role,best_stage_1_segment,best_stage_1_propellant,best_stage_1_engine_key,best_stage_1_engine_count,best_stage_1_engine_isp_seconds,best_stage_1_engine_thrust_kn,best_stage_1_total_engine_mass_kg,best_stage_1_available_thrust_kn,best_stage_1_dv_mps,best_stage_1_storage_days,best_stage_1_boiloff_fraction,best_stage_1_loaded_propellant_kg,best_stage_1_burn_propellant_kg,best_stage_1_boiloff_mass_kg,best_stage_1_tank_mass_kg,best_stage_1_structure_mass_kg,best_stage_1_dry_mass_kg,best_stage_1_initial_mass_kg,best_stage_1_penalty_kg,best_stage_1_reason,best_stage_2_role,best_stage_2_segment,best_stage_2_propellant,best_stage_2_engine_key,best_stage_2_engine_count,best_stage_2_engine_isp_seconds,best_stage_2_engine_thrust_kn,best_stage_2_total_engine_mass_kg,best_stage_2_available_thrust_kn,best_stage_2_dv_mps,best_stage_2_storage_days,best_stage_2_boiloff_fraction,best_stage_2_loaded_propellant_kg,best_stage_2_burn_propellant_kg,best_stage_2_boiloff_mass_kg,best_stage_2_tank_mass_kg,best_stage_2_structure_mass_kg,best_stage_2_dry_mass_kg,best_stage_2_initial_mass_kg,best_stage_2_penalty_kg,best_stage_2_reason,best_stage_3_role,best_stage_3_segment,best_stage_3_propellant,best_stage_3_engine_key,best_stage_3_engine_count,best_stage_3_engine_isp_seconds,best_stage_3_engine_thrust_kn,best_stage_3_total_engine_mass_kg,best_stage_3_available_thrust_kn,best_stage_3_dv_mps,best_stage_3_storage_days,best_stage_3_boiloff_fraction,best_stage_3_loaded_propellant_kg,best_stage_3_burn_propellant_kg,best_stage_3_boiloff_mass_kg,best_stage_3_tank_mass_kg,best_stage_3_structure_mass_kg,best_stage_3_dry_mass_kg,best_stage_3_initial_mass_kg,best_stage_3_penalty_kg,best_stage_3_reason,best_stage_4_role,best_stage_4_segment,best_stage_4_propellant,best_stage_4_engine_key,best_stage_4_engine_count,best_stage_4_engine_isp_seconds,best_stage_4_engine_thrust_kn,best_stage_4_total_engine_mass_kg,best_stage_4_available_thrust_kn,best_stage_4_dv_mps,best_stage_4_storage_days,best_stage_4_boiloff_fraction,best_stage_4_loaded_propellant_kg,best_stage_4_burn_propellant_kg,best_stage_4_boiloff_mass_kg,best_stage_4_tank_mass_kg,best_stage_4_structure_mass_kg,best_stage_4_dry_mass_kg,best_stage_4_initial_mass_kg,best_stage_4_penalty_kg,best_stage_4_reason,best_stage_5_role,best_stage_5_segment,best_stage_5_propellant,best_stage_5_engine_key,best_stage_5_engine_count,best_stage_5_engine_isp_seconds,best_stage_5_engine_thrust_kn,best_stage_5_total_engine_mass_kg,best_stage_5_available_thrust_kn,best_stage_5_dv_mps,best_stage_5_storage_days,best_stage_5_boiloff_fraction,best_stage_5_loaded_propellant_kg,best_stage_5_burn_propellant_kg,best_stage_5_boiloff_mass_kg,best_stage_5_tank_mass_kg,best_stage_5_structure_mass_kg,best_stage_5_dry_mass_kg,best_stage_5_initial_mass_kg,best_stage_5_penalty_kg,best_stage_5_reason
2078,Jupiter,Saturn,2038-02-23T21:57:59Z,1203847079.61279,2436.953855,66454.524882,69707.156066,334655.774441,5.248294,9.982478,7.615386,5.248294,49.410784,23.467903,13043.565154,208.947908,13252.513062,44.67098,123.885167,False,300,lox_ch4__lox_ch4__lox_ch4__lox_lh2__nto_mmh,5,7299208.783215,6466912.029139,1019.341203,681892.993192,822016.761906,765842.229193,5100,445171.92598,booster,Departure,lox_ch4,raptor,29,350,2747,44225,79663,4956.554759,1.53858,0.000077,5576965.984517,5576536.970476,429.014041,582956.256641,19676.923141,646858.179782,7299208.783215,395336.717126,,departure_mid,Departure,lox_ch4,raptor_vac,4,380,2580,6400,10320,3521.762592,3.077161,0.000154,657465.722846,657364.574237,101.14861,69957.885928,5234.891776,81592.777704,1075384.618917,29639.943181,,departure_mid,Departure,lox_ch4,raptor_vac,1,380,2580,1600,2580,2608.713031,5.385032,0.000269,169340.608199,169295.019111,45.589088,18368.970651,2359.850338,22328.820989,336326.118367,5870.056405,,departure_upper,Departure,lox_lh2,rl10b2,6,465.5,110.1,1806,660.6,1956.534773,8.462192,0.001097,50459.960393,50404.609255,55.351137,9011.578402,1127.025499,11944.603901,144656.689178,4701.342398,,cruise_arrival,Arrival,nto_mmh,aj10_190,7,319,43.7,770,305.9,508.947908,2436.953855,0.030619,12679.753184,12291.514858,388.238326,1598.301569,749.545249,3117.846818,82252.124885,4523.866869,
2079,Venus,Earth,2031-07-19T02:40:49Z,995467249.976108,98.355837,14133.202494,672.978729,979.320214,0.727527,0.99448,0.861004,0.727527,2571.341432,1835.896218,9173.142221,2651.565389,11824.70761,14.384227,109.93709,False,300,lox_lh2__lox_ch4__lox_lh2__lox_lh2__nto_mmh,5,777523.564753,638309.753702,3596.768753,96131.287924,143165.557047,125080.608557,11900,45170.42005,booster,Departure,lox_lh2,rs25e,4,452,2279,14108,9116,3485.794044,0.689012,0.004844,424311.444941,422256.228924,2055.216017,70140.468793,5070.084203,89318.552996,777523.564753,21381.898031,,departure_mid,Departure,lox_ch4,raptor_vac,1,380,2580,1600,2580,2476.7484,1.378024,0.0026,128301.010283,127967.412399,333.597884,13380.056908,1969.642852,16949.69976,263893.566816,4506.358438,,departure_mid,Departure,lox_lh2,vinci,5,457,180,2750,900,1834.628444,2.411542,0.01685,40306.545567,39627.364923,679.180644,6849.020061,1203.014155,10802.034215,118642.856773,3559.285703,,departure_upper,Departure,lox_lh2,rl10b2,3,465.5,110.1,903,330.3,1375.971333,3.789566,0.026351,17923.949809,17451.628995,472.320813,3090.796555,679.247399,4673.043954,67534.276991,1688.356925,,cruise_arrival,Arrival,nto_mmh,aj10_190,4,319,43.7,440,174.8,2951.565389,98.355837,0.002055,27466.803102,27410.349708,56.453394,2670.945607,226.332025,3337.277632,44937.283228,2134.520953,
2080,Mars,Jupiter,2031-06-03T10:31:04Z,991521064.319081,927.775447,4801.093953,455.354335,406021.712788,1.529599,4.985328,3.257464,1.529599,581.704886,128.262274,14509.898561,740.126178,15250.024739,24.125918,103.548414,False,300,lox_lh2__lox_lh2__lox_lh2__lox_lh2__nto_mmh,5,829746.673249,688119.992859,782.323095,113848.056411,135584.819144,136825.586437,15280,43539.325433,booster,Departure,lox_lh2,rs25e,4,452,2279,14108,9116,5513.761453,0.665744,0.000914,590723.726014,590183.606284,540.11973,97595.758536,2565.565223,114269.323759,829746.673249,22818.033514,,departure_mid,Departure,lox_lh2,vinci,6,457,180,3300,1080,3917.672612,1.331488,0.001828,72760.395212,72627.401202,132.99401,12178.164862,726.823597,16204.988459,124753.623477,4054.492763,,departure_mid,Departure,lox_lh2,vinci,2,457,180,1100,360,2901.979712,2.330103,0.003197,17087.454058,17032.833691,54.620367,2900.668384,404.435232,4405.103616,35788.239806,805.235396,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,2176.484784,3.661591,0.005019,5438.136761,5410.84541,27.29135,936.597414,228.695035,1466.292449,14295.682133,285.913643,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,1040.126178,927.775447,0.012936,2110.280815,2082.983177,27.297638,236.867215,133.01094,479.878155,7391.252923,295.650117,
2081,Earth,Mars,2038-12-23T20:53:53Z,1230022433.9356,190.694426,681.888197,427.727287,510.249312,0.983606,1.391187,1.187397,0.983606,1406.747477,965.309525,10045.543304,5170.383781,15215.927085,153.461647,268.110065,True,300,lox_lh2__lox_lh2__lox_lh2__lox_lh2__nto_mmh,5,230758.214434,186770.568242,339.915268,30165.640821,44160.485252,43305.757994,15280,23503.662177,booster,Departure,lox_lh2,rs25e,2,452,2279,7054,4558,3817.306456,0.335911,0.001218,133294.662193,133132.244303,162.41789,21820.810747,1527.109378,30401.920125,230758.214434,5192.059825,,departure_mid,Departure,lox_lh2,vinci,3,457,180,1650,540,2712.296692,0.671822,0.002435,30488.925433,30414.669947,74.255486,5037.917626,628.839247,7316.756873,67061.632116,1676.540803,,departure_mid,Departure,lox_lh2,vinci,2,457,180,1100,360,2009.108661,1.175688,0.004258,10598.576745,10553.445728,45.131017,1769.206919,420.514771,3289.72169,29255.949809,658.258871,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,1506.831496,1.847509,0.006683,4341.266061,4312.251928,29.014133,732.30915,256.834895,1290.144045,15367.651374,307.353027,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,5470.383781,190.694426,0.003616,8047.137809,8018.041067,29.096742,805.396379,91.818882,1007.215261,9736.241267,389.449651,
2082,Earth,Saturn,2037-01-07T01:07:47Z,1168175267.62887,2698.470058,891.147974,455.967182,212128.187571,0.983312,9.956337,5.469825,0.983312,1407.586475,45.489511,13640.982832,1030.037317,14671.020149,41.016542,130.20947,False,300,lox_lh2__lox_lh2__lox_lh2__lox_lh2__nto_mmh,5,202643.395094,166471.410329,931.030497,27891.624053,34010.486527,35280.83679,15280,20480.706926,booster,Departure,lox_lh2,rs25e,1,452,2279,3527,2279,5183.573476,1.230563,0.004459,139906.7853,139282.879258,623.906042,23376.826336,947.927409,27851.753744,202643.395094,4052.867902,,departure_mid,Departure,lox_lh2,vinci,2,457,180,1100,360,3683.065365,2.461126,0.008899,19625.057532,19450.414239,174.643293,3336.745863,347.138709,4783.884572,34884.85605,784.909261,,departure_mid,Departure,lox_lh2,vinci,1,457,180,550,180,2728.196566,4.306971,0.015521,4817.373928,4742.602344,74.771584,834.66554,250.352825,1635.018364,10475.913946,209.518279,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,2046.147425,6.768097,0.024282,1476.353347,1440.50438,35.848967,260.759726,161.882315,723.642041,4023.521653,80.470433,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,1330.037317,2698.470058,0.033848,645.840222,623.979611,21.860611,82.626589,93.91148,286.538068,1823.526265,72.941051,
2083,Uranus,Jupiter,2041-06-25T14:27:47Z,1309055267.45086,10528.718745,51043.67473,56910.064671,109526.762559,18.533988,4.951043,11.742516,4.951043,3.962054,9.870425,3986.248033,399.095998,4385.344031,-275.75674,240.060173,True,131.560321,lox_lh2__lox_lh2__nto_mmh,3,220854.60584,133988.032993,1492.127924,22841.493469,32408.437567,35822.898117,3600,15214.375966,booster,Departure,lox_lh2,rs25e,2,452,2279,7054,4558,2312.023859,1.946992,0.000252,89774.685535,89752.018308,22.667226,15164.416705,2239.201439,24457.618144,220854.60584,4969.228631,,departure_upper,Departure,lox_lh2,rl10b2,5,465.5,110.1,1505,550.5,1674.224174,6.814474,0.000883,32755.121129,32726.184052,28.937077,5787.209431,927.766462,8219.975893,106622.302162,3198.669065,,cruise_arrival,Arrival,nto_mmh,aj10_190,6,319,43.7,660,262.2,530.656318,10528.718745,0.12572,11458.226329,10017.702709,1440.52362,1889.867333,595.436747,3145.304081,65647.20514,3446.47827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,Earth,Uranus,2035-10-05T19:44:43Z,1128498283.7857,13810.202222,572.073824,773.265157,138106.709975,1.000052,19.322926,10.161489,1.000052,1360.859796,13.180851,18063.57176,2566.112502,20629.684262,89.534883,261.880123,True,300,lox_ch4__lox_lh2__lox_lh2__lox_lh2__nto_mmh,5,3503966.323539,3140352.803881,4340.460485,332962.209759,356499.570115,363041.445834,8905,206899.56506,booster,Departure,lox_ch4,raptor,14,350,2747,21350,38458,6864.157269,1.029024,0.001028,3030109.060614,3026992.93123,3116.129383,314234.71625,2759.239529,338343.955779,3503966.323539,192718.147795,,departure_mid,Departure,lox_lh2,vinci,6,457,180,3300,1080,4877.164375,2.058047,0.007176,90089.658283,89443.132122,646.526161,15240.212186,584.484286,19124.696472,135513.307147,4404.182482,,departure_mid,Departure,lox_lh2,vinci,2,457,180,1100,360,3612.714352,3.601583,0.012525,14635.972527,14452.656787,183.31574,2519.246348,306.065027,3925.311376,26298.952392,591.726429,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,2709.535764,5.65963,0.019612,3501.582958,3432.911306,68.671651,613.484425,177.726495,1092.210921,7737.66849,154.75337,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,2866.112502,13810.202222,0.161573,2016.5295,1690.71195,325.81755,354.550549,90.720738,555.271288,3143.874612,125.754984,
2085,Mars,Venus,2044-08-26T08:52:59Z,1409086379.07468,226.773953,469.529131,585.310437,827.335895,1.498351,0.723994,1.111173,0.723994,606.220863,1102.28783,6436.315632,5338.896408,11775.21204,-221.029483,142.192661,False,300,lox_lh2__lox_lh2__nto_mmh,3,69406.269764,55085.190699,245.821395,8922.11161,11849.865351,13851.549934,3600,5702.386467,booster,Departure,lox_lh2,rs25e,1,452,2279,3527,2279,3733.063066,2.163118,0.003105,39561.098776,39438.244173,122.854602,6701.581359,661.197066,10889.778425,69406.269764,1388.125395,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,2703.252565,7.570913,0.010827,8521.709312,8429.44551,92.263802,1513.306763,240.545966,2054.852729,18955.392563,379.107851,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,5638.896408,226.773953,0.004385,7002.382611,6971.679621,30.70299,707.223489,89.695291,906.91878,8378.830522,335.153221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,Jupiter,Earth,2026-06-29T10:35:03Z,836001303.68789,1091.450373,2981.389655,139855.796182,146.827025,5.274936,1.016469,3.145703,1.016469,48.912935,137.538018,10609.931794,5512.265294,16122.197088,-206.273433,149.604448,False,300,lox_ch4__lox_ch4__lox_ch4__lox_lh2__nto_mmh,5,2226772.464427,1980608.091123,921.383247,207264.801696,293784.164791,243182.983649,4080,116412.639461,booster,Departure,lox_ch4,raptor,9,350,2747,13725,24723,4031.774082,0.6843,0.000034,1538876.515869,1538823.864099,52.65177,158535.976241,9431.659628,181692.63587,2226772.464427,92454.155384,,departure_mid,Departure,lox_ch4,raptor_vac,2,380,2580,3200,5160,2864.681584,1.3686,0.000068,271534.602309,271516.021828,18.580481,28313.393111,3189.487447,34702.880558,506203.312689,10470.716574,,departure_mid,Departure,lox_ch4,raptor_vac,1,380,2580,1600,2580,2121.986359,2.39505,0.00012,86821.170814,86810.774382,10.396432,9172.745094,1700.077546,12472.82264,199965.829822,3212.014764,,departure_upper,Departure,lox_lh2,rl10b2,5,465.5,110.1,1505,550.5,1591.489769,3.763651,0.000488,29642.470754,29628.004611,14.466144,5110.2692,902.143436,7517.412636,100671.836368,3020.155091,,cruise_arrival,Arrival,nto_mmh,aj10_190,5,319,43.7,550,218.5,5812.265294,1091.450373,0.015359,53733.331378,52908.042957,825.288421,6132.418049,114.813897,6797.231945,63511.952978,3175.597649,
2087,Saturn,Uranus,2033-09-30T13:32:17Z,1064971937.72082,20661.8237,85007.54774,42955.768444,91586.543502,9.021045,20.067881,14.544463,9.021045,16.724165,6.433729,8323.113515,471.559902,8794.673416,348.882862,237.640214,True,263.840202,lox_ch4__lox_ch4__lox_ch4__lox_lh2__nto_mmh,5,1940783.380472,1638851.738631,7527.866169,174523.065594,274297.432827,216924.094101,5100,107019.404971,booster,Departure,lox_ch4,raptor,8,350,2747,12200,21976,3162.783136,0.490043,0.000025,1168490.932583,1168462.302376,28.630207,119835.933132,11635.183954,143671.117086,1940783.380472,70909.477093,,departure_mid,Departure,lox_ch4,raptor_vac,2,380,2580,3200,5160,2247.240649,0.980087,0.000049,284681.066936,284667.116673,13.950263,29497.21285,4786.843118,37484.055969,628621.330804,11893.947799,,departure_mid,Departure,lox_ch4,raptor_vac,1,380,2580,1600,2580,1664.622703,1.715152,0.000086,110410.368102,110400.899982,9.46812,11569.032617,2889.805032,16058.837649,306456.207898,4522.087682,,departure_upper,Departure,lox_lh2,rl10b2,8,465.5,110.1,2408,880.8,1248.467027,2.695238,0.00035,43078.345334,43063.289137,15.056197,7344.458832,1646.120925,11398.579757,179987.002147,6749.512581,,cruise_arrival,Arrival,nto_mmh,aj10_190,10,319,43.7,1100,437,735.400104,20661.8237,0.231765,32191.025676,24730.264293,7460.761383,6276.428163,935.075477,8311.50364,125510.077056,7844.379816,
2088,Earth,Venus,2026-08-13T01:04:19Z,839855059.202887,214.860277,277.309623,566.238814,770.68718,1.013262,0.726348,0.869805,0.726348,1325.606728,1798.930402,5480.970533,5322.001978,10802.972511,-43.978055,300.43309,True,300,lox_ch4__lox_lh2__nto_mmh,3,42497.136685,35411.758964,167.478373,4036.929754,5873.136858,6808.068098,0,1286.504126,booster,Departure,lox_ch4,raptor,1,350,2747,1525,2747,3178.962909,1.77681,0.001729,25683.196677,25638.787685,44.408992,2693.327996,537.054043,4755.38204,42497.136685,810.962285,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,2302.007624,6.218835,0.020922,4836.983313,4735.783288,101.200025,850.996411,210.311204,1362.307616,12058.557969,241.171159,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,5622.001978,214.860277,0.004471,4891.578974,4869.709618,21.869356,492.605346,87.773096,690.378442,5859.26704,234.370682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,Saturn,Uranus,2026-08-31T15:55:42Z,841463742.446029,23713.048859,1162.725984,119489.235673,116470.057881,9.451179,20.080809,14.765994,9.451179,15.236532,6.242129,11885.261982,3730.62043,15615.882412,52.700102,23.425543,False,300,lox_lh2__lox_ch4__lox_lh2__lox_lh2__nto_mmh,5,1036119.284174,867841.479934,5053.064012,137423.573666,186272.982495,167115.078256,9520,49472.261604,booster,Departure,lox_lh2,rs25e,5,452,2279,17635,11395,4516.399553,1.212863,0.000157,662127.779166,662023.630332,104.148835,110600.113835,4659.739726,132894.853561,1036119.284174,31083.578525,,departure_mid,Departure,lox_ch4,raptor_vac,1,380,2580,1600,2580,3209.020735,2.425726,0.000121,139195.952153,139179.070616,16.881537,14711.215346,1452.061339,17763.276685,241096.651446,4621.492668,,departure_mid,Departure,lox_lh2,vinci,4,457,180,2200,720,2377.052396,4.24502,0.00055,34644.643853,34625.574702,19.069151,5999.267514,797.441053,8996.708567,84137.422609,2313.779122,,departure_upper,Departure,lox_lh2,rl10b2,2,465.5,110.1,602,220.2,1782.789297,6.670746,0.000865,13100.251207,13088.921955,11.329252,2312.249429,428.635212,3342.884642,40496.070189,911.161579,,cruise_arrival,Arrival,nto_mmh,aj10_190,2,319,43.7,220,87.4,4030.62043,23713.048859,0.261102,18772.853555,13871.218318,4901.635238,3800.727542,96.62726,4117.354801,24052.934341,1022.249709,
2090,Saturn,Uranus,2036-07-17T14:06:49Z,1153188409.28074,21696.687663,279.088223,100712.888164,92100.416333,9.174143,20.069088,14.621615,9.174143,16.170638,6.366012,7551.2691,474.238599,8025.507699,323.592001,221.99648,True,240.765231,lox_ch4__lox_lh2__hydrazine,3,21784.216997,17174.155137,28.91491,1892.88992,2207.883733,4330.973636,0,575.34579,booster,Departure,lox_ch4,raptor,1,350,2747,1525,2747,4379.736078,0.917762,0.000046,15703.470138,15702.749552,0.720586,1625.279599,366.157574,3516.437173,21784.216997,490.439659,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,3171.533022,3.212167,0.000417,1284.475998,1283.940979,0.535018,220.22683,147.335259,668.562089,2564.309685,51.286194,,cruise_arrival,Arrival,hydrazine,mr111g,3,230,0.44,10.8,1.32,715.00383,21696.687663,0.148539,186.209001,158.549695,27.659306,47.383491,87.790882,145.974373,611.271598,33.619938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,Uranus,Jupiter,2028-10-07T08:31:19Z,907792279.728114,4626.378188,3268.288879,33993.983518,123997.520384,19.322666,5.444839,12.383752,5.444839,3.645223,8.874699,4317.017606,358.333607,4675.351213,-243.204714,138.956385,False,140.260536,lox_ch4__lox_lh2__nto_mmh,3,22682.742654,14935.306078,41.218098,1775.625992,2407.352048,4479.147697,0,713.241659,booster,Departure,lox_ch4,raptor,1,350,2747,1525,2747,2503.870211,2.027274,0.000101,11746.791776,11745.601139,1.190638,1235.751555,458.893505,3219.64506,22682.742654,389.097837,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,1813.147395,7.095458,0.00092,2530.895049,2528.567012,2.328036,448.022818,190.945312,939.968129,7716.305818,154.326116,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,498.594143,4626.378188,0.057327,657.619253,619.919829,37.699424,91.851619,117.682889,319.534508,4245.44264,169.817706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,Uranus,Saturn,2034-01-13T06:02:38Z,1074016958.32247,12408.097674,807.689153,45726.651533,159638.840233,18.970479,9.371539,14.171009,9.371539,3.781826,6.777298,4105.427872,1398.273166,5503.701037,-346.228929,73.601189,False,165.111031,lox_ch4__lox_lh2__nto_mmh,3,13210.832274,8747.705738,131.148894,1070.036982,1595.207609,3655.437383,0,383.533373,booster,Departure,lox_ch4,raptor,1,350,2747,1525,2747,2381.148166,2.118153,0.000106,6609.690743,6608.990764,0.69998,696.095109,391.78864,2612.883749,13210.832274,221.98532,,departure_upper,Departure,lox_lh2,rl10b2,1,465.5,110.1,301,110.1,1724.279706,7.413534,0.000961,1255.437352,1254.230798,1.206554,222.713118,164.534869,688.247987,3988.257781,79.765156,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,1563.384197,12408.097674,0.146437,882.577642,753.335281,129.242361,151.228755,93.076892,354.305646,2044.572442,81.782898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,Earth,Jupiter,2031-04-07T05:49:26Z,986579366.346235,1485.155334,54768.800353,515.551811,142444.484322,1.00082,4.955902,2.978361,1.00082,1358.770129,153.42755,8455.163024,533.158692,8988.321717,61.251828,191.03335,True,269.649651,lox_lh2__lox_ch4__lox_lh2__nto_mmh,4,1086437.12438,861732.169423,6364.346014,134870.397724,174592.889573,169936.154604,3400,52530.277364,booster,Departure,lox_lh2,rs25e,6,452,2279,21162,13674,3889.374991,1.792177,0.006242,636301.035471,632329.401703,3971.633768,107251.44273,6002.954451,134416.397181,1086437.12438,35309.206542,,departure_mid,Departure,lox_ch4,raptor_vac,1,380,2580,1600,2580,2705.652168,4.301224,0.004285,163308.216786,162608.44602,699.770765,17567.547472,2156.314199,21323.861671,315719.691728,5597.847398,,departure_upper,Departure,lox_lh2,rl10b2,6,465.5,110.1,1806,660.6,1860.135865,8.602447,0.029607,44753.182629,43428.167673,1325.014956,7999.278188,1045.800227,10851.078415,131087.613271,4260.347431,,cruise_arrival,Arrival,nto_mmh,aj10_190,6,319,43.7,660,262.2,802.808344,1485.155334,0.021182,17369.734537,17001.808013,367.926524,2052.129334,632.688004,3344.817337,75483.352227,3962.875992,,,,,,,,,,,,,,,,,,,,,,
2094,Uranus,Jupiter,2041-09-29T09:46:13Z,1317332773.31951,14197.008518,73718.741455,60457.211543,125381.161202,18.521594,5.060842,11.791218,5.060842,3.967358,9.789055,4184.980042,210.413817,4395.393858,-269.680128,187.600035,True,131.861816,lox_lh2__lox_lh2__nto_mmh,3,308748.409699,187679.460875,1900.064944,32752.150379,45042.855997,47350.207368,3600,20132.02822,booster,Departure,lox_lh2,rs25e,2,452,2279,7054,4558,2427.288424,3.3374,0.000433,130220.371765,130164.017318,56.354447,22355.423504,2951.016758,32360.440262,308748.409699,6946.839218,,departure_upper,Departure,lox_lh2,rl10b2,6,465.5,110.1,1806,660.6,1757.691617,11.680898,0.001514,46759.59531,46688.808375,70.786935,8502.748132,1194.852817,11503.600949,146167.597672,4750.446924,,cruise_arrival,Arrival,nto_mmh,aj10_190,7,319,43.7,770,305.9,342.275632,14197.008518,0.165702,10699.493801,8926.570238,1772.923563,1893.978743,822.187415,3486.166158,87904.401414,4834.742078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,Jupiter,Uranus,2027-10-21T08:24:58Z,877379098.531388,9177.743376,5970.707682,70469.076531,41784.720893,5.410442,18.297529,11.853986,5.410442,46.493542,9.685662,16012.00126,1915.022979,17927.024239,265.904376,19.559854,False,300,lox_ch4__lox_ch4__lox_lh2__lox_lh2__nto_mmh,5,5178806.177694,4642340.941749,1153.096092,482005.551541,539182.201906,530494.528262,6800,305534.099217,booster,Departure,lox_ch4,raptor,21,350,2747,32025,57687,6084.560479,0.577528,0.000029,4299103.090102,4298978.949258,124.140844,441840.12589,7490.258655,481355.384545,5178806.177694,284834.339773,,departure_mid,Departure,lox_ch4,raptor_vac,2,380,2580,3200,5160,4323.24034,1.155056,0.000058,273491.869633,273476.075166,15.794467,28422.472646,1565.025036,33187.497682,398347.703047,9899.783029,,departure_mid,Departure,lox_lh2,vinci,4,457,180,2200,720,3202.400252,2.021348,0.000262,46811.181434,46798.910747,12.270687,7915.071606,700.621912,10815.693518,91668.335733,2520.879233,,departure_upper,Departure,lox_lh2,rl10b2,2,465.5,110.1,602,220.2,2401.800189,3.176404,0.000412,13930.268824,13924.531084,5.73774,2387.491088,341.364042,3330.855129,34041.460781,765.932868,,cruise_arrival,Arrival,nto_mmh,aj10_190,2,319,43.7,220,87.4,2215.022979,9177.743376,0.110517,9004.531758,8009.379403,995.152355,1440.390311,144.707077,1805.097388,16780.336828,713.164315,
2096,Mars,Earth,2033-02-17T19:42:52Z,1045554172.28391,215.629786,254.979619,196.347396,774.857906,1.602794,1.003989,1.303392,1.003989,529.788419,801.13984,3531.155095,1365.950704,4897.105799,-59.134327,150.161086,False,146.913174,lox_ch4__nto_mmh__nto_mmh,3,7256.907933,4234.300927,3.433746,433.698458,555.982071,2767.627387,0,247.546956,booster,Departure,lox_ch4,raptor,1,350,2747,1525,2747,2048.069955,1.705981,0.000664,3262.260512,3260.094839,2.165674,341.784816,351.966136,2218.750952,7256.907933,115.033808,,departure_upper,Departure,nto_mmh,aj10_190,1,319,43.7,110,43.7,1483.08514,5.970934,0.000104,670.523466,670.453963,0.069502,61.543672,149.412996,320.956668,1775.896468,101.136495,,cruise_arrival,Arrival,nto_mmh,aj10_190,1,319,43.7,110,43.7,1512.863878,215.629786,0.003975,301.516949,300.318379,1.19857,30.36997,87.549796,227.919767,784.416335,31.376653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
